TCGA-20-1687-10A-01W-0633-09	./output/calling/e02415f3-1e9b-4a00-ae4b-4cdd7a2db1fc_wxs_gdc_realn.bam.g.vcf.gz
TCGA-25-2409-10A-01W-0799-08	./output/calling/6c109d04-f6cd-40ac-af34-b40427cdc2ce_wxs_gdc_realn.bam.g.vcf.gz
TCGA-13-1495-10A-01D-0472-01	./output/calling/f42a36b5-fef4-4342-ab47-b6af05b2a796_wxs_gdc_realn.bam.g.vcf.gz
TCGA-25-2396-10A-01W-0799-08	./output/calling/a85bfc07-cb19-4f18-95c7-306d862c2083_wxs_gdc_realn.bam.g.vcf.gz
TCGA-61-1906-11A-01W-0640-09	./output/calling/47f0b411-30a1-4a8b-a1d4-946e5e68728c_wxs_gdc_realn.bam.g.vcf.gz
TCGA-09-0366-10B-01W-0371-08	./output/calling/890630c8-41fc-48f3-88c2-4fe374f68d7a_wxs_gdc_realn.bam.g.vcf.gz
TCGA-09-0366-10B-01W-0372-09	./output/calling/79fa14ed-bc6b-444f-a2d0-b69ec117defd_wxs_gdc_realn.bam.g.vcf.gz
TCGA-29-1705-10A-01W-0633-09	./output/calling/7ed7a0dc-81fa-498f-b03c-a39217bdf5b3_wxs_gdc_realn.bam.g.vcf.gz
TCGA-61-1736-11A-01W-0722-08	./output/calling/8f030058-0672-4e55-9c1e-b8b9e1443440_wxs_gdc_realn.bam.g.vcf.gz
TCGA-61-1728-11A-01W-0700-08	./output/calling/f4580d27-fac8-4f4f-a926-cb30314493b0_wxs_gdc_realn.bam.g.vcf.gz
TCGA-IC-A6RE-11A-12D-A33E-09	./output/calling/f469c3c7-37ad-4ff6-a016-00d6007bf2a8_wxs_gdc_realn.bam.g.vcf.gz
TCGA-LN-A7HX-10A-01D-A33H-09	./output/calling/24122e83-d0d6-4e3c-9aaa-7d3edeae0b8e_wxs_gdc_realn.bam.g.vcf.gz
TCGA-L5-A8NT-11A-11D-A37F-09	./output/calling/5a9e8a71-e4fd-4699-bd7a-a02771c76ebc_wxs_gdc_realn.bam.g.vcf.gz
TCGA-L5-A43E-11A-11D-A247-09	./output/calling/e2c48d4f-1ebf-4567-9f5b-4568250a40b3_wxs_gdc_realn.bam.g.vcf.gz
TCGA-IG-A50L-10A-01D-A27G-09	./output/calling/d1df52b2-f7fe-40bb-ae0e-d964d9272175_wxs_gdc_realn.bam.g.vcf.gz
TCGA-IG-A3YB-10A-01D-A247-09	./output/calling/3c15c909-6c3b-45cb-96e7-4aaadf93e541_wxs_gdc_realn.bam.g.vcf.gz
TCGA-JY-A6F8-10A-01D-A33H-09	./output/calling/d0f9ae1f-8474-44d5-bed1-101b2c86c33e_wxs_gdc_realn.bam.g.vcf.gz
TCGA-R6-A8WC-10A-01D-A37F-09	./output/calling/2e955c1a-8b26-46fc-a05e-f2d7ac8eca8c_wxs_gdc_realn.bam.g.vcf.gz
TCGA-L5-A4OQ-11A-12D-A27G-09	./output/calling/deb263ba-4437-4d37-bde6-67d28cff9bf3_wxs_gdc_realn.bam.g.vcf.gz
TCGA-L5-A8NL-11A-12D-A37F-09	./output/calling/46ff075c-bad7-476a-8841-bb8e7378c3b9_wxs_gdc_realn.bam.g.vcf.gz
TCGA-L5-A4OU-11A-11D-A28E-09	./output/calling/4193b59f-a175-4ab2-844b-1975c5563fbc_wxs_gdc_realn.bam.g.vcf.gz
TCGA-LN-A49X-10A-01D-A27G-09	./output/calling/06532cf4-0464-427c-b802-8e7b7a5bd0b1_wxs_gdc_realn.bam.g.vcf.gz
TCGA-VR-A8EU-10A-01D-A36M-09	./output/calling/b064d16c-7950-44f2-9472-d9e11d8cd108_wxs_gdc_realn.bam.g.vcf.gz
TCGA-R6-A6L4-10A-01D-A31U-09	./output/calling/3fc2bd45-8cf9-420d-b900-a0fee703731d_wxs_gdc_realn.bam.g.vcf.gz
TCGA-LN-A49P-10A-01D-A247-09	./output/calling/1909da38-51a6-4177-a899-14f1f61c0b69_wxs_gdc_realn.bam.g.vcf.gz
TCGA-2H-A9GH-11A-11D-A37F-09	./output/calling/649ea019-02b4-46a5-8468-a38e572e7595_wxs_gdc_realn.bam.g.vcf.gz
TCGA-VR-A8EP-10B-01D-A403-09	./output/calling/e61500b2-f617-4c8c-bbf4-0dba18979ba0_wxs_gdc_realn.bam.g.vcf.gz
TCGA-2H-A9GO-11A-11D-A37F-09	./output/calling/871ea69a-5531-48fd-9f16-1918dd96a9e5_wxs_gdc_realn.bam.g.vcf.gz
TCGA-L5-A4ON-11A-21D-A27G-09	./output/calling/05dd77a6-c3a2-44e5-b6aa-a69f9a88ffc1_wxs_gdc_realn.bam.g.vcf.gz
TCGA-L5-A891-11A-21D-A36M-09	./output/calling/b224c840-9566-4aa5-9f0d-7386909da464_wxs_gdc_realn.bam.g.vcf.gz
TCGA-LN-A4A4-10A-01D-A27G-09	./output/calling/50939d6d-df1d-4f3e-8857-c4d11e46ba5e_wxs_gdc_realn.bam.g.vcf.gz
TCGA-XP-A8T6-10A-01D-A36M-09	./output/calling/869d84b3-0323-4628-b475-37ce31d22d02_wxs_gdc_realn.bam.g.vcf.gz
TCGA-E9-A1N9-10A-01D-A14G-09	./output/calling/8ad40192-c404-4cfa-b30c-1e76452dadbc_wxs_gdc_realn.bam.g.vcf.gz
TCGA-BH-A0HK-10A-01W-A071-09	./output/calling/2765bf65-94df-4c9a-91c2-0bb653729c02_wxs_gdc_realn.bam.g.vcf.gz
TCGA-AN-A04A-10A-01W-A055-09	./output/calling/2761c6e7-affc-4ffe-a72a-1d1203d574c4_wxs_gdc_realn.bam.g.vcf.gz
TCGA-BH-A202-10A-01D-A14K-09	./output/calling/4cdd2f93-e0d1-4420-bf4d-ba004cc0599c_wxs_gdc_realn.bam.g.vcf.gz
TCGA-E9-A1RG-10A-01D-A14G-09	./output/calling/6db47e2e-f864-4b04-8a81-45bf16681178_wxs_gdc_realn.bam.g.vcf.gz
TCGA-C8-A27A-10B-01D-A167-09	./output/calling/b3bbaa37-c5ad-44d8-aab3-78472e776a66_wxs_gdc_realn.bam.g.vcf.gz
TCGA-E9-A1NE-10A-01D-A14K-09	./output/calling/992642bc-6b17-456e-acf5-e2ec2a1f2a08_wxs_gdc_realn.bam.g.vcf.gz
